Nahuatl|Spanish|Verse
Chica Pedro ijcon tlajtohuaya, se moxtli yejhuan sanoyej istac oquintlapachoj. Niman quemaj ipan on moxtli ocaquistic se tlajtojli yejhuan oquijtoj: ―In yejhua notlajsojcaConeu yejhuan itech nipacticaj. Yejhua xtencaquican.|"Mientras él aún hablaba, de pronto una nube brillante les hizo sombra, y he aquí salió una voz de la nube diciendo: ""Éste es mi Hijo amado, en quien tengo complacencia. A él oíd."|b.MAT.17.5
Ma ca xcomatztiacan on tlen mostla nochihuas, pampa cada tonajli ye oncaj tlen nenquiselisquej yejhuan ica nemocahuasquej. Cada tonajli, tej, nenquipiasquej problemas san quech huelis nenquixicosquej.|Así que, no os afanéis por el día de mañana, porque el día de mañana traerá su propio afán. Basta a cada día su propio mal|b.MAT.6.34
Ticmatij ica Cristo xocalac ipan on tiopan tlamachijchiutli de tlacamej yejhuan san quixnescayotia yejhuan melahuac tiopan oncaj ne ilhuicac. Yej Cristo ocalac sa no ne ilhuicac campa nemi ihuan Dios para topampa tlajtojticaj.|Porque Cristo no entró en un lugar santísimo hecho de manos, figura del verdadero, sino en el cielo mismo, para presentarse ahora delante de Dios a nuestro favor|b.HEB.9.24
Nejhua, tej, xnicnequi ma ixpolihui iteicnelilis Dios. Tla Dios huelisquia quijtosquia ica itlajtlacolhuan yacaj tlacatl yoquintlaxtlau san ica quitlacamati on tlanahuatijli, tla ijcon xitlaj ica techpalehuisquia imiquilis Cristo.|No desecho la gracia de Dios; porque si la justicia fuese por medio de la ley, entonces por demás murió Cristo|b.GAL.2.21
Niman yejhua mechititis se hueyi calijtic ne tlapani campa ye tlaojoncaj. Ompa, tej, xchijchihuacan on tlacuajli.|Y él os mostrará un gran aposento alto, ya dispuesto. Preparad allí|b.LUK.22.12
Pero ¿tlica yacaj quistlacohua icniu? Niman ocse, ¿tlica yacaj quinemilia quen xitlaj quimajmati icniu? Tinochimej, tej, tiasquej ixpan Cristo para yejhua techyolcuitis niman techtlaxtlahuilis quen nonequi.|Pero tú, ¿por qué juzgas a tu hermano? O tú también, ¿por qué menosprecias a tu hermano? Pues todos compareceremos ante el tribunal de Dios|b.ROM.14.10
Temechelnamiquij ixpan Dios toTajtzin quen ijqui ipampa nemotlaneltoc nenquichihuaj miyec tequitl, niman quen ijqui ipampa nemotetlajsojtlalis nenquitequipanohuaj, niman quen ijqui ipampa nemotlamachalis itech toTeco Jesucristo nenmelajcanemij.|Nos acordamos sin cesar, delante del Dios y Padre nuestro, de la obra de vuestra fe, del trabajo de vuestro amor y de la perseverancia de vuestra esperanza en nuestro Señor Jesucristo|b.1TH.1.3
Nemechnahuatia ican itlanahuatil toTeco ma quinomachtican yejhua in tlajcuilolamatl ixpan nochimej tocnihuan.|Solemnemente os insto por el Señor que se lea esta carta a todos los hermanos|b.1TH.5.27
Nocnihuan, ¿sequimej mechijliaj ica nejhua nicteijlijtinemi ica on tlacamej ica oncaj quipiasquej circuncisión para quiselisquej on temaquixtilistli? Tla oc ijcon nicteijlisquia, on hebreos xnechtlajyohuiltisquiaj, niman on temachtilistli itech ica icojnepanol Cristo xquitlahuelmatisquiaj. Pero yejhuamej oc nechtlajyohuiltiaj.|Pero con respecto a mí, hermanos, si todavía predico la circuncisión, ¿por qué aún soy perseguido? En tal caso, se habría quitado el tropiezo de la cruz|b.GAL.5.11
On apóstoles quichihuayaj miyec milagros niman tlamajhuisoltin ne intzajlan on tlacamej. Niman nochimej on tlaneltocaquej nosentlaliayaj ne campa itoca iCorredor Salomón.|Por las manos de los apóstoles se hacían muchos milagros y prodigios entre el pueblo, y estaban todos de un solo ánimo en el pórtico de Salomón|b.ACT.5.12
Yejhua ica xnechtlatlachaltia tla itequitcahuan no nixpatlaj quen cuajcualtin tlacamej. Pero yejhuamej quiselisquej intlaxtlahuil quen nonequi ica on tlen quichihuaj.|Así que, no es gran cosa que también sus ministros se disfracen como ministros de justificación, cuyo fin será conforme a sus obras|b.2CO.11.15
Niman on Espíritu Santo no techijlia sa no yejhua. Achtopa quijtohua:|También el Espíritu Santo nos da testimonio, porque después de haber dicho|b.HEB.10.15
Niman on imixtololojhuan opajtiquej. Niman Jesús sanoyej oquintlachicahuilij. Oquimijlij: ―Xchihuacan canica para ma ca yacaj quimatis aquinon omechpajtij.|Y los ojos de ellos fueron abiertos. Entonces Jesús les encargó rigurosamente diciendo: --Mirad que nadie lo sepa|b.MAT.9.30
Niman onechijlij: “Cornelio, Dios yoquiselij mooración, niman yoquitac on tlen tejhua tictetlayocolia para tiquimpalehuiya on yejhuan itlaj quimpolojticaj.|"y dijo: ""Cornelio, tu oración ha sido atendida, y tus obras de misericordia han sido recordadas ante la presencia de Dios"|b.ACT.10.31
Pilato oquimijlij: ―Ompa on nenquimpiaj quesquimej soldados. Xhuiyan, niman hasta campa nenhuelisquej cuajli xtlajpiacan on tlalcontli.|Pilato les dijo: --Tenéis tropas de guardia. Id y aseguradlo como sabéis hacerlo|b.MAT.27.65
Xcaquisquej on tlen melahuac, yej caquisquej on tlacajcayajquej tlajtoltin.|y a la vez que apartarán sus oídos de la verdad, se volverán a las fábulas|b.2TI.4.4
Xtlajtlanilican Dios ma quintiochihua on yejhuan mechtlahuelitaj niman mechtlajyohuiltiaj. Ma ca xtlajtlanilican ma quintlajyohuilti, yej ma quintiochihua.|Bendecid a los que os persiguen; bendecid y no maldigáis|b.ROM.12.14
Niman ijcon oquichijquej. Oquititlanquej Bernabé niman Saulo para ocahuatoj on intetlayocolil intech on tlajtlajmatquej ipan on tiopantin ne Judea.|Y lo hicieron, enviándolo a los ancianos por mano de Bernabé y de Saulo|b.ACT.11.30
Dios toTajtzin niman toTeco Jesucristo iConetzin techtiochihuas niman techmacas teicnelilistli niman yolsehuilistli pampa tiquixmatij on tlen melahuac niman titotlajsojtlaj inhuan ocsequimej.|La gracia, la misericordia y la paz de parte de Dios Padre y de Jesucristo, el Hijo del Padre, estarán con nosotros en verdad y amor|b.2JO.1.3
Niman chica Jesús quichijticatca oración, onixpatlac niman on itlaquen sanoyej oistayac niman opetlan.|Y mientras oraba, la apariencia de su rostro se hizo otra, y sus vestiduras se hicieron blancas y resplandecientes|b.LUK.9.29
Pero aman nonequi ticchihuasquej ilhuitl niman tipaquisquej, pampa mocniu quen yomica, pero aman ocsejpa quipia nemilistli. Yejhua yopolijca, pero aman yones.”|Pero era necesario alegrarnos y regocijarnos, porque este tu hermano estaba muerto y ha vuelto a vivir; estaba perdido y ha sido hallado.|b.LUK.15.32
Semej yejhuamej on omemej yejhuan ocacquej Juan niman oquicuitlapahuij Jesús, itoca Andrés yejhuan icniu Simón Pedro.|Andrés, el hermano de Simón Pedro, era uno de los dos que habían oído a Juan y habían seguido a Jesús|b.JOH.1.40
¿Tlinon, tej, quijtohua on Yectlajcuilojli? On Yectlajcuilojli ijquin quijtohua: “Abraham oquineltocac Dios niman san yejhua ica on, Dios oquiselij quen se yejhuan yolmelajqui.”|Pues ¿qué dice la Escritura? Y creyó Abraham a Dios, y le fue contado por justicia|b.ROM.4.3
Pero ijcuac ye ajsiticatca on chicome tonajli de chipahualistli, semej on hebreos yejhuan hualehuaj Asia oquitaquej Pablo ne ipan on hueyi tiopan. Niman yejhuamej oquimajcomanquej on tlacamej niman ocajsiquej.|Cuando iban a terminar los siete días, los judíos de Asia, al verle en el templo, comenzaron a alborotar a todo el pueblo y le echaron mano|b.ACT.21.27
Ompa otiquinnextijquej sequimej tocnihuan, niman otechnotzquej para se semana ompa inhuan ma titocahuacan. Niman quemaj ompa otiquisquej niman otiajquej para on hueyican itoca Roma.|Allí hallamos hermanos y fuimos invitados a quedarnos con ellos siete días. Y de esta manera llegamos a Roma|b.ACT.28.14
Niman sa no ompa campa oquimijlijcaj: “Nemejhuamej xnennoyaxcahuan”, ompa quimijlisquej ica yejhuamej teconehuan itech Dios yejhuan nochipa nemi.|"Y será que, en el lugar donde se les dijo: ""Vosotros no sois mi pueblo"", allí serán llamados hijos del Dios viviente"|b.ROM.9.26
Quemaj Jesús otlejcoc ipan on se barco yejhuan iyaxca Simón, niman oquitlajtlanilij Simón para achijtzin ma calacti ne atlajcotian. Quemaj Jesús onotlalij ne ipan on barco niman oquiminmachtij on tlacamej yejhuan nemiyaj ne atlatenco.|Al entrar él en una de las barcas, la cual pertenecía a Simón, pidió a éste que la apartase de tierra un poco. Luego se sentó y enseñaba a las multitudes desde la barca|b.LUK.5.3
―Xcaquican. Aman tiahuij ne Jerusalén campa nejhua yejhuan oninochiu Tlacatl nechtemactilisquej intech on tlayecanquej tiopixquej niman intech on temachtijquej ican itlanahuatil Dios. Yejhuamej nechtlajtlacolmacasquej para nechmictisquej.|--He aquí, subimos a Jerusalén, y el Hijo del Hombre será entregado a los principales sacerdotes y a los escribas, y le condenarán a muerte|b.MAT.20.18
No ompa nemiyaj sequimej yejhuan sa quipijpiayaj Jesús, para quitasquej tla quipajtis on tlacatl ipan on tonajli de nesehuijli. Ijcon oquichijquej para quipiasquej tlinon ica huelis quiteixpanhuisquej.|Y estaban al acecho a ver si le sanaría en sábado, a fin de acusarle|b.MAR.3.2
On sitlalin itoca catca chichiyalistli. Yejhua ica, tej, de nochi on yexcantipan quech oncatca atl ipan in tlalticpactli, se parte ochichiyac niman miyec tlacatl omic.|El nombre de la estrella es Ajenjo. Y la tercera parte de las aguas se convirtió en ajenjo, y muchos hombres murieron por las aguas, porque fueron hechas amargas|b.REV.8.11
Nemechijlia ica ca, yej tla nemejhuamej xnencajcahuasquej ica nenquichihuaj on tlen xcuajli, nochimej nemejhuamej no ijqui nenmiquisquej.|Os digo que no; más bien, si no os arrepentís, todos pereceréis de la misma manera.|b.LUK.13.5
Nochimej yejhuan chantiyaj ne Lida niman Sarón oquitaquej ica opajtic. Yejhua ica yejhuamej oquitlalcahuijquej inachtoj tlaneltoc niman oquineltocaquej toTeco.|y le vieron todos los que habitaban en Lida y en Sarón, los cuales se convirtieron al Señor|b.ACT.9.35
Xqueman, nion se tonajli, quitzacutiasquej itlatzacuilyohuan on hueyican, pampa ompa xqueman tlayohuas.|Sus puertas nunca serán cerradas de día, pues allí no habrá noche|b.REV.21.25
Xnemi yejhuan cajsicamati iojhui Dios; xnemi yejhuan quinequi quitejtemos Dios.|no hay quien entienda, no hay quien busque a Dios|b.ROM.3.11
Ma Dios yejhuan quitemaca yolsehuilistli ma nemi nemohuan. Ma ijqui nochihua.|Y el Dios de paz sea con todos vosotros. Amén|b.ROM.15.33
Niman masqui quitayaj Jesús, tlinonon quintzacuiliaya para ma ca ma quimatican aquin yejhua.|Pero sus ojos estaban velados, de manera que no le reconocieron|b.LUK.24.16
Ijcuacon Pablo oquintlajtoltij: ―¿Tlinon ica onemocuatequijquej? Niman yejhuamej oquijlijquej: ―Ican itlacuatequilis Juan.|Entonces dijo: --¿En qué, pues, fuisteis bautizados? Ellos respondieron: --En el bautismo de Juan|b.ACT.19.3
Quemaj Juan oquimijlij: ―Xacaj huelis quipias itlaj tla Dios ne ilhuicac xcahuilis.|Respondió Juan y dijo: --Ningún hombre puede recibir nada a menos que le haya sido dado del cielo|b.JOH.3.27
Yej nochi ocse tlamantic. Dios achtopa cuajli otechtlatlatac, niman quemaj oquitlalij iyojlo totech para otechmactilij on cuajli tlajtojli yejhuan quitemaca temaquixtilistli. Titemachtiaj xpara on tlacamej ma paquican tohuan, yej para Dios ma paqui tohuan yejhuan techita cuajli ipan toyojlo.|Más bien, según fuimos aprobados por Dios para ser encomendados con el evangelio, así hablamos; no como quienes buscan agradar a los hombres, sino a Dios quien examina nuestros corazones|b.1TH.2.4
Inilhuiu on hebreos itoca tabernáculos ye nisiu catca|Estaba próxima la fiesta de los Tabernáculos de los judíos|b.JOH.7.2
Niman oquijlijquej: ―¡Tejhua yej tiloca! Pero yejhua quiteijliaya ica melahuac. Ijcuacon yejhuamej quijtohuayaj: ―On xejhua Pedro. Cas san iángel.|Ellos le dijeron: --¡Estás loca! Pero ella insistía en que así era. Entonces ellos decían: --¡Es su ángel|b.ACT.12.15
Yejhua ica in, nochimej on ichantlacaj otlamojcaitaquej. Niman nochihuiyan ipan on tepemej yejhuan oncaj ipan on iregión Judea noteijliaya on tlen onochiu.|Cayó temor sobre todos sus vecinos, y por toda la región montañosa de Judá se divulgaban todas estas cosas|b.LUK.1.65
Nenquimacasquej tlaxtlahuijli toTajtzin, pampa otechmelajcatlalij para ticselisquej inhuan nochi iyaxcahuan on herencia ne ipan ilhuicac campa tlayec oncaj.|Con gozo damos gracias al Padre que os hizo aptos para participar de la herencia de los santos en luz|b.COL.1.12
Chica on fariseos san secan nemiyaj, Jesús ijquin oquintlajtoltij:|Habiéndose reunido los fariseos, Jesús les pregunt|b.MAT.22.41
Xtlanemilican itech Jesús, yejhuan sanoyej oquijyohuij nochi on tlajtlamach yejhuan oquichihuilijquej on tlajtlacolejquej. Ijcon xtlanemilican para ma ca nensiahuisquej nion nenquipolosquej nemoyolehualis.|Considerad, pues, al que soportó tanta hostilidad de pecadores contra sí mismo, para que no decaiga vuestro ánimo ni desmayéis|b.HEB.12.3
Niman Jesús oquijlij: ―Pedro, nejhua nimitzijlia ica sa no aman ijcuac xe tzajtzi on caxtil, tejhua tiquijtos yexpa ica xtinechixmati.|Pero él dijo: --Pedro, te digo que el gallo no cantará hoy antes que tú hayas negado tres veces que me conoces|b.LUK.22.34
'Niman on ejemplo yejhua in quijtosnequi: On xinachtli quijtosnequi itlajtol Dios.|"""Ésta es, pues, la parábola: La semilla es la palabra de Dios"|b.LUK.8.11
Quemaj sequimej tlacamej yejhuan cuajli quitlacamatij Dios oquitocatoj Esteban, niman sanoyej oquichoquilijquej.|Unos hombres piadosos sepultaron a Esteban, e hicieron gran lamentación por él|b.ACT.8.2
Ijcuac onemechmachtij on cuajli tlajtojli yejhuan quitemaca temaquixtilistli, xitlaj onennechtlaxtlahuilijquej. Nejhua oninotequipanoj para ohuel onemechpalehuij. Ijcuac ijcon onicchiu ¿onitlajtlacoj?|¿Cometí pecado humillándome a mí mismo para que vosotros seáis enaltecidos, porque os he predicado gratuitamente el evangelio|b.2CO.11.7
pampa se notetlajsojcau huejca ohualeu niman san quemach oyejcoc nochan, niman xnicpia tlinon nicualtis.”|porque ha llegado a mí un amigo de viaje, y no tengo nada que poner delante de él.|b.LUK.11.6
Ijcuac ye ajsiticatca ichan on itequitcahuan oquinamiquitoj niman oquijlijquej: ―Moconeu yopajtic.|Mientras todavía descendía, sus siervos salieron a recibirle diciendo que su hijo vivía|b.JOH.4.51
Nemechtlajsojtla ipampa on temachtijli yejhuan melahuac yejhuan ticpiaj ipan toyojlo, niman ticpiasquej para nochipa.|a causa de la verdad que permanece en nosotros y que estará con nosotros para siempre|b.2JO.1.2
Ipan notlaneltoc hebreo, miyequej yejhuan inhuan oninoscaltij niquintlaniya, pampa ican nochi noyojlo más sanoyej cuajli nochi niquejehuaya on tlen nohuejcatajhuan oquichijquej niman onechmachtijquej.|Me destacaba en el judaísmo sobre muchos de mis contemporáneos en mi nación, siendo mucho más celoso de las tradiciones de mis padres|b.GAL.1.14
Niman sa no toTeco, yejhuan itech tzimpehua on yolsehuilistli, ma mechmaca yolsehuilistli nochipa niman ican nochi tlen sesetlamantic nochihuas. Ma toTeco nochimej nemohuan ma nemi.|Y el mismo Señor de paz os dé siempre paz en toda manera. El Señor sea con todos vosotros|b.2TH.3.16
Yejhua ica ma ca xnemican quen on yejhuan xquimatij tlinon toTeco quinequi, yej cuajli xcajsicamatican on tlen quinequi.|Por tanto, no seáis insensatos, sino comprended cuál es la voluntad del Señor|b.EPH.5.17
In se ejemplo. Tejhua timotenehua ica nochi ticmati ica on tlacuajli. ¿Tlinon nochihuas, tej, tla yacaj tocniu yejhuan xcojtic ipan itlaneltoc mitzitas titlacuas ne ijtic on tiopan campa oncaj on yejhuan tlamachijchihualtin intajtzitzihuan, niman no noyolehuas quicuas on tlacuajli yejhuan yoquihuentlalijquej?|Porque si alguien te ve a ti que tienes conocimiento, sentado a la mesa en el lugar de los ídolos, ¿no es cierto que la conciencia del que es débil será estimulada a comer de lo sacrificado a los ídolos|b.1CO.8.10
Yoninochiu quen se loco pampa sa no nejhua ninocuajli tenehua, pero on nemejhuamej onennechchihualtijquej ijqui ma nicchihua. Más cuajli yesquia yej nemejhuamej cuajli noca nentlajtosquiaj, pampa masqui nejhua xhueyi niquijtosnequi, más hueyi niquijtosnequi xquen on apóstoles yejhuan nenquinseliaj quen huejhueyixtoquej.|¡Me he hecho necio! ¡Vosotros me obligasteis! Pues más bien, yo debería ser recomendado por vosotros; porque en nada he sido menos que los apóstoles eminentes, aunque nada soy|b.2CO.12.11
Niccha para xmatican ica tejhuamej melahuac titlaneltocaj.|Pero espero que reconozcáis que nosotros no estamos reprobados|b.2CO.13.6
Yejhua on yencuic pacto yejhuan niquinmacas ijcuac yopanoc itonaltin de on achtoj pacto sa no ijquin yes, quijtohua on toTeco: Nictlalis notlanahuatilhuan ipan inyojlo, niman niquintlajcuiloltlalis ipan intlamachilis.|"""Éste es el pacto que haré con ellos después de aquellos días"", dice el Señor; ""pondré mis leyes en sus corazones, y en sus mentes las inscribiré"""|b.HEB.10.16
Semej yejhuamej on xcuajcualtin tlacamej yejhuan ompa ihuan pilcayaj, ijquin quijixcomacaya: ―Tla tiCristo, sa no tejhua xmomaquixti, niman tejhuamej no xtechmaquixti.|Uno de los malhechores que estaban colgados le injuriaba diciendo: --¿No eres tú el Cristo? ¡Sálvate a ti mismo y a nosotros|b.LUK.23.39
Niman ijcuac ocajsicamat yejhua in, oyaj ichan María, yejhuan inan Juan. Juan no itoca Marcos. Ompa miyequej on tlaneltocaquej san secan nemiya nohueyicatzajtzilijticatcaj.|Cuando se dio cuenta de esto, fue a la casa de María, la madre de Juan que tenía por sobrenombre Marcos, donde muchos estaban congregados y orando|b.ACT.12.12
'¿Aquinon on tequitquetl yejhuan nochipa quichihua quen iteco quinahuatia niman quipia cuajli itlamachilis? On tequitquetl sa no yejhua on, yejhuan iteco quimactilia ichanchanecahuan niman itequitcahuan para quimacas on tlen quicuasquej ijcuac nonequi.|¿Quién, pues, es el siervo fiel y prudente, a quien su señor le puso sobre los criados de su casa, para que les diera alimentos a su debido tiempo|b.MAT.24.45
